Lower layer Super Output Areas Code,Lower layer Super Output Areas,Economic activity status,Observation
E01011698,Leeds 001A,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,12
E01011698,Leeds 001A,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,44
E01011698,Leeds 001A,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,34
E01011698,Leeds 001A,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,30
E01011698,Leeds 001A,Economically active and a full-time student: In employment: Employee: Part-time,16
E01011698,Leeds 001A,Economically active and a full-time student: In employment: Employee: Full-time,2
E01011698,Leeds 001A,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,0
E01011698,Leeds 001A,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,0
E01011698,Leeds 001A,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,0
E01011698,Leeds 001A,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,1
E01011698,Leeds 001A,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,4
E01011698,Leeds 001A,Economically active and a full-time student,23
E01011698,Leeds 001A,Economically inactive: Retired,373
E01011698,Leeds 001A,Economically inactive: Student,45
E01011698,Leeds 001A,Economically inactive: Looking after home or family,23
E01011698,Leeds 001A,Economically inactive: Long-term sick or disabled,19
E01011698,Leeds 001A,Economically inactive: Other,23
E01011699,Leeds 001B,Does not apply,192
E01011699,Leeds 001B,Economically active (excluding full-time students): In employment: Employee: Part-time,128
E01011699,Leeds 001B,Economically active (excluding full-time students): In employment: Employee: Full-time,367
E01011699,Leeds 001B,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,3
E01011699,Leeds 001B,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,12
E01011699,Leeds 001B,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,34
E01011699,Leeds 001B,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,42
E01011699,Leeds 001B,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,9
E01011699,Leeds 001B,Economically active and a full-time student: In employment: Employee: Part-time,13
E01011699,Leeds 001B,Economically active and a full-time student: In employment: Employee: Full-time,1
E01011699,Leeds 001B,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,0
E01011699,Leeds 001B,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,0
E01011699,Leeds 001B,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,0
E01011699,Leeds 001B,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,0
E01011699,Leeds 001B,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,4
E01011699,Leeds 001B,Economically active and a full-time student,18
E01011699,Leeds 001B,Economically inactive: Retired,414
E01011699,Leeds 001B,Economically inactive: Student,29
E01011699,Leeds 001B,Economically inactive: Looking after home or family,15
E01011699,Leeds 001B,Economically inactive: Long-term sick or disabled,12
E01011699,Leeds 001B,Economically inactive: Other,17
E01011700,Leeds 002B,Does not apply,197
E01011700,Leeds 002B,Economically active (excluding full-time students): In employment: Employee: Part-time,122
E01011700,Leeds 002B,Economically active (excluding full-time students): In employment: Employee: Full-time,361
E01011700,Leeds 002B,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,2
E01011700,Leeds 002B,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,11
E01011700,Leeds 002B,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,23
E01011700,Leeds 002B,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,43
E01011700,Leeds 002B,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,13
E01011700,Leeds 002B,Economically active and a full-time student: In employment: Employee: Part-time,8
E01011700,Leeds 002B,Economically active and a full-time student: In employment: Employee: Full-time,1
E01011700,Leeds 002B,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,0
E01011700,Leeds 002B,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,0
E01011700,Leeds 002B,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,0
E01011700,Leeds 002B,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,0
E01011700,Leeds 002B,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2
E01011700,Leeds 002B,Economically active and a full-time student,11
E01011700,Leeds 002B,Economically inactive: Retired,486
E01011700,Leeds 002B,Economically inactive: Student,41
E01011700,Leeds 002B,Economically inactive: Looking after home or family,24
E01011700,Leeds 002B,Economically inactive: Long-term sick or disabled,63
E01011700,Leeds 002B,Economically inactive: Other,89
E01011701,Leeds 001C,Does not apply,224
E01011701,Leeds 001C,Economically active (excluding full-time students): In employment: Employee: Part-time,139
E01011701,Leeds 001C,Economically active (excluding full-time students): In employment: Employee: Full-time,375
E01011701,Leeds 001C,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,4
E01011701,Leeds 001C,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,6
E01011701,Leeds 001C,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,42
E01011701,Leeds 001C,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,43
E01011701,Leeds 001C,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,19
E01011701,Leeds 001C,Economically active and a full-time student: In employment: Employee: Part-time,13
E01011701,Leeds 001C,Economically active and a full-time student: In employment: Employee: Full-time,1
E01011701,Leeds 001C,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,0
E01011701,Leeds 001C,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,0
E01011701,Leeds 001C,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,0
E01011701,Leeds 001C,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,0
E01011701,Leeds 001C,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,4
E01011701,Leeds 001C,Economically active and a full-time student,18
E01011701,Leeds 001C,Economically inactive: Retired,391
E01011701,Leeds 001C,Economically inactive: Student,44
E01011701,Leeds 001C,Economically inactive: Looking after home or family,22
E01011701,Leeds 001C,Economically inactive: Long-term sick or disabled,23
E01011701,Leeds 001C,Economically inactive: Other,18
E01011702,Leeds 001D,Does not apply,323
E01011702,Leeds 001D,Economically active (excluding full-time students): In employment: Employee: Part-time,139
E01011702,Leeds 001D,Economically active (excluding full-time students): In employment: Employee: Full-time,433
E01011702,Leeds 001D,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,5
E01011702,Leeds 001D,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,39
E01011702,Leeds 001D,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,45
E01011702,Leeds 001D,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,36
E01011702,Leeds 001D,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,23
E01011702,Leeds 001D,Economically active and a full-time student: In employment: Employee: Part-time,16
E01011702,Leeds 001D,Economically active and a full-time student: In employment: Employee: Full-time,1
E01011702,Leeds 001D,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,0
E01011702,Leeds 001D,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,0
E01011702,Leeds 001D,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,1
E01011702,Leeds 001D,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,0
E01011702,Leeds 001D,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2
E01011702,Leeds 001D,Economically active and a full-time student,20
E01011702,Leeds 001D,Economically inactive: Retired,446
E01011702,Leeds 001D,Economically inactive: Student,58
E01011702,Leeds 001D,Economically inactive: Looking after home or family,45
E01011702,Leeds 001D,Economically inactive: Long-term sick or disabled,16
E01011702,Leeds 001D,Economically inactive: Other,18
E01011703,Leeds 001E,Does not apply,120
E01011703,Leeds 001E,Economically active (excluding full-time students): In employment: Employee: Part-time,106
E01011703,Leeds 001E,Economically active (excluding full-time students): In employment: Employee: Full-time,239
E01011703,Leeds 001E,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,2
E01011703,Leeds 001E,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,4
E01011703,Leeds 001E,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,26
E01011703,Leeds 001E,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,20
E01011703,Leeds 001E,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,18
E01011703,Leeds 001E,Economically active and a full-time student: In employment: Employee: Part-time,6
E01011703,Leeds 001E,Economically active and a full-time student: In employment: Employee: Full-time,2
E01011703,Leeds 001E,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,0
E01011703,Leeds 001E,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,0
E01011703,Leeds 001E,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,0
E01011703,Leeds 001E,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,0
E01011703,Leeds 001E,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,5
E01011703,Leeds 001E,Economically active and a full-time student,13
E01011703,Leeds 001E,Economically inactive: Retired,571
E01011703,Leeds 001E,Economically inactive: Student,34
E01011703,Leeds 001E,Economically inactive: Looking after home or family,33
E01011703,Leeds 001E,Economically inactive: Long-term sick or disabled,11
E01011703,Leeds 001E,Economically inactive: Other,24
E01011704,Leeds 002C,Does not apply,292
E01011704,Leeds 002C,Economically active (excluding full-time students): In employment: Employee: Part-time,170
E01011704,Leeds 002C,Economically active (excluding full-time students): In employment: Employee: Full-time,625
E01011704,Leeds 002C,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,7
E01011704,Leeds 002C,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,29
E01011704,Leeds 002C,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,47
E01011704,Leeds 002C,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,57
E01011704,Leeds 002C,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,29
E01011704,Leeds 002C,Economically active and a full-time student: In employment: Employee: Part-time,9
E01011704,Leeds 002C,Economically active and a full-time student: In employment: Employee: Full-time,1
E01011704,Leeds 002C,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,0
E01011704,Leeds 002C,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,0
E01011704,Leeds 002C,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,1
E01011704,Leeds 002C,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,1
E01011704,Leeds 002C,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,8
E01011704,Leeds 002C,Economically active and a full-time student,20
E01011704,Leeds 002C,Economically inactive: Retired,705
E01011704,Leeds 002C,Economically inactive: Student,33
E01011704,Leeds 002C,Economically inactive: Looking after home or family,50
E01011704,Leeds 002C,Economically inactive: Long-term sick or disabled,111
E01011704,Leeds 002C,Economically inactive: Other,50
E01011705,Leeds 002D,Does not apply,228
E01011705,Leeds 002D,Economically active (excluding full-time students): In employment: Employee: Part-time,133
E01011705,Leeds 002D,Economically active (excluding full-time students): In employment: Employee: Full-time,406
E01011705,Leeds 002D,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,3
E01011705,Leeds 002D,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,7
E01011705,Leeds 002D,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,31
E01011705,Leeds 002D,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,35
E01011705,Leeds 002D,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,32
E01011705,Leeds 002D,Economically active and a full-time student: In employment: Employee: Part-time,7
E01011705,Leeds 002D,Economically active and a full-time student: In employment: Employee: Full-time,0
E01011705,Leeds 002D,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,0
E01011705,Leeds 002D,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,0
E01011705,Leeds 002D,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,2
E01011705,Leeds 002D,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,0
E01011705,Leeds 002D,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,3
E01011705,Leeds 002D,Economically active and a full-time student,12
E01011705,Leeds 002D,Economically inactive: Retired,319
E01011705,Leeds 002D,Economically inactive: Student,29
E01011705,Leeds 002D,Economically inactive: Looking after home or family,38
E01011705,Leeds 002D,Economically inactive: Long-term sick or disabled,65
E01011705,Leeds 002D,Economically inactive: Other,28
E01011706,Leeds 006C,Does not apply,287
E01011706,Leeds 006C,Economically active (excluding full-time students): In employment: Employee: Part-time,129
E01011706,Leeds 006C,Economically active (excluding full-time students): In employment: Employee: Full-time,364
E01011706,Leeds 006C,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,12
E01011706,Leeds 006C,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,41
E01011706,Leeds 006C,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,59
E01011706,Leeds 006C,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,43
E01011706,Leeds 006C,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,10
E01011706,Leeds 006C,Economically active and a full-time student: In employment: Employee: Part-time,10
E01011706,Leeds 006C,Economically active and a full-time student: In employment: Employee: Full-time,5
E01011706,Leeds 006C,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,0
E01011706,Leeds 006C,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,0
E01011706,Leeds 006C,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,0
E01011706,Leeds 006C,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,0
E01011706,Leeds 006C,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,3
E01011706,Leeds 006C,Economically active and a full-time student,18
E01011706,Leeds 006C,Economically inactive: Retired,432
E01011706,Leeds 006C,Economically inactive: Student,59
E01011706,Leeds 006C,Economically inactive: Looking after home or family,52
E01011706,Leeds 006C,Economically inactive: Long-term sick or disabled,7
E01011706,Leeds 006C,Economically inactive: Other,22
E01011707,Leeds 005A,Does not apply,203
E01011707,Leeds 005A,Economically active (excluding full-time students): In employment: Employee: Part-time,134
E01011707,Leeds 005A,Economically active (excluding full-time students): In employment: Employee: Full-time,318
E01011707,Leeds 005A,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,5
E01011707,Leeds 005A,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,11
E01011707,Leeds 005A,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,27
E01011707,Leeds 005A,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,52
E01011707,Leeds 005A,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,8
E01011707,Leeds 005A,Economically active and a full-time student: In employment: Employee: Part-time,20
E01011707,Leeds 005A,Economically active and a full-time student: In employment: Employee: Full-time,0
E01011707,Leeds 005A,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,0
E01011707,Leeds 005A,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,0
E01011707,Leeds 005A,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,1
E01011707,Leeds 005A,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,0
E01011707,Leeds 005A,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,8
E01011707,Leeds 005A,Economically active and a full-time student,29
E01011707,Leeds 005A,Economically inactive: Retired,402
E01011707,Leeds 005A,Economically inactive: Student,42
E01011707,Leeds 005A,Economically inactive: Looking after home or family,24
E01011707,Leeds 005A,Economically inactive: Long-term sick or disabled,25
E01011707,Leeds 005A,Economically inactive: Other,15
E01011708,Leeds 006D,Does not apply,259
E01011708,Leeds 006D,Economically active (excluding full-time students): In employment: Employee: Part-time,138
E01011708,Leeds 006D,Economically active (excluding full-time students): In employment: Employee: Full-time,382
E01011708,Leeds 006D,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,9
E01011708,Leeds 006D,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,33
E01011708,Leeds 006D,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,68
E01011708,Leeds 006D,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,59
E01011708,Leeds 006D,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,22
E01011708,Leeds 006D,Economically active and a full-time student: In employment: Employee: Part-time,11
E01011708,Leeds 006D,Economically active and a full-time student: In employment: Employee: Full-time,0
E01011708,Leeds 006D,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,0
E01011708,Leeds 006D,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,0
E01011708,Leeds 006D,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,0
E01011708,Leeds 006D,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,0
E01011708,Leeds 006D,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,4
E01011708,Leeds 006D,Economically active and a full-time student,15
E01011708,Leeds 006D,Economically inactive: Retired,376
E01011708,Leeds 006D,Economically inactive: Student,34
E01011708,Leeds 006D,Economically inactive: Looking after home or family,34
E01011708,Leeds 006D,Economically inactive: Long-term sick or disabled,20
E01011708,Leeds 006D,Economically inactive: Other,22
E01011709,Leeds 005B,Does not apply,435
E01011709,Leeds 005B,Economically active (excluding full-time students): In employment: Employee: Part-time,158
E01011709,Leeds 005B,Economically active (excluding full-time students): In employment: Employee: Full-time,526
E01011709,Leeds 005B,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,5
E01011709,Leeds 005B,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,31
E01011709,Leeds 005B,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,58
E01011709,Leeds 005B,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,62
E01011709,Leeds 005B,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,22
E01011709,Leeds 005B,Economically active and a full-time student: In employment: Employee: Part-time,20
E01011709,Leeds 005B,Economically active and a full-time student: In employment: Employee: Full-time,2
E01011709,Leeds 005B,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,0
E01011709,Leeds 005B,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,0
E01011709,Leeds 005B,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,0
E01011709,Leeds 005B,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,0
E01011709,Leeds 005B,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,5
E01011709,Leeds 005B,Economically active and a full-time student,27
E01011709,Leeds 005B,Economically inactive: Retired,553
E01011709,Leeds 005B,Economically inactive: Student,70
E01011709,Leeds 005B,Economically inactive: Looking after home or family,51
E01011709,Leeds 005B,Economically inactive: Long-term sick or disabled,34
E01011709,Leeds 005B,Economically inactive: Other,15
E01011710,Leeds 005C,Does not apply,279
E01011710,Leeds 005C,Economically active (excluding full-time students): In employment: Employee: Part-time,148
E01011710,Leeds 005C,Economically active (excluding full-time students): In employment: Employee: Full-time,395
E01011710,Leeds 005C,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,7
E01011710,Leeds 005C,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,21
E01011710,Leeds 005C,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,49
E01011710,Leeds 005C,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,49
E01011710,Leeds 005C,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,12
E01011710,Leeds 005C,Economically active and a full-time student: In employment: Employee: Part-time,12
E01011710,Leeds 005C,Economically active and a full-time student: In employment: Employee: Full-time,0
E01011710,Leeds 005C,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,0
E01011710,Leeds 005C,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,0
E01011710,Leeds 005C,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,0
E01011710,Leeds 005C,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,0
E01011710,Leeds 005C,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2
E01011710,Leeds 005C,Economically active and a full-time student,14
E01011710,Leeds 005C,Economically inactive: Retired,349
E01011710,Leeds 005C,Economically inactive: Student,30
E01011710,Leeds 005C,Economically inactive: Looking after home or family,29
E01011710,Leeds 005C,Economically inactive: Long-term sick or disabled,22
E01011710,Leeds 005C,Economically inactive: Other,11
E01011711,Leeds 005D,Does not apply,221
E01011711,Leeds 005D,Economically active (excluding full-time students): In employment: Employee: Part-time,116
E01011711,Leeds 005D,Economically active (excluding full-time students): In employment: Employee: Full-time,372
E01011711,Leeds 005D,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,13
E01011711,Leeds 005D,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,23
E01011711,Leeds 005D,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,51
E01011711,Leeds 005D,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,56
E01011711,Leeds 005D,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,20
E01011711,Leeds 005D,Economically active and a full-time student: In employment: Employee: Part-time,9
E01011711,Leeds 005D,Economically active and a full-time student: In employment: Employee: Full-time,3
E01011711,Leeds 005D,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,0
E01011711,Leeds 005D,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,0
E01011711,Leeds 005D,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,0
E01011711,Leeds 005D,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,0
E01011711,Leeds 005D,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,8
E01011711,Leeds 005D,Economically active and a full-time student,20
E01011711,Leeds 005D,Economically inactive: Retired,403
E01011711,Leeds 005D,Economically inactive: Student,38
E01011711,Leeds 005D,Economically inactive: Looking after home or family,35
E01011711,Leeds 005D,Economically inactive: Long-term sick or disabled,27
E01011711,Leeds 005D,Economically inactive: Other,23
E01011712,Leeds 005E,Does not apply,270
E01011712,Leeds 005E,Economically active (excluding full-time students): In employment: Employee: Part-time,150
E01011712,Leeds 005E,Economically active (excluding full-time students): In employment: Employee: Full-time,413
E01011712,Leeds 005E,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,4
E01011712,Leeds 005E,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,12
E01011712,Leeds 005E,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,51
E01011712,Leeds 005E,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,72
E01011712,Leeds 005E,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,16
E01011712,Leeds 005E,Economically active and a full-time student: In employment: Employee: Part-time,11
E01011712,Leeds 005E,Economically active and a full-time student: In employment: Employee: Full-time,1
E01011712,Leeds 005E,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,0
E01011712,Leeds 005E,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,0
E01011712,Leeds 005E,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,0
E01011712,Leeds 005E,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,0
E01011712,Leeds 005E,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,7
E01011712,Leeds 005E,Economically active and a full-time student,19
E01011712,Leeds 005E,Economically inactive: Retired,313
E01011712,Leeds 005E,Economically inactive: Student,39
E01011712,Leeds 005E,Economically inactive: Looking after home or family,48
E01011712,Leeds 005E,Economically inactive: Long-term sick or disabled,19
E01011712,Leeds 005E,Economically inactive: Other,23
E01011713,Leeds 006E,Does not apply,362
E01011713,Leeds 006E,Economically active (excluding full-time students): In employment: Employee: Part-time,168
E01011713,Leeds 006E,Economically active (excluding full-time students): In employment: Employee: Full-time,441
E01011713,Leeds 006E,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,18
E01011713,Leeds 006E,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,51
E01011713,Leeds 006E,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,73
E01011713,Leeds 006E,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,70
E01011713,Leeds 006E,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,10
E01011713,Leeds 006E,Economically active and a full-time student: In employment: Employee: Part-time,11
E01011713,Leeds 006E,Economically active and a full-time student: In employment: Employee: Full-time,3
E01011713,Leeds 006E,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,0
E01011713,Leeds 006E,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,0
E01011713,Leeds 006E,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,0
E01011713,Leeds 006E,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,0
E01011713,Leeds 006E,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,4
E01011713,Leeds 006E,Economically active and a full-time student,18
E01011713,Leeds 006E,Economically inactive: Retired,453
E01011713,Leeds 006E,Economically inactive: Student,47
E01011713,Leeds 006E,Economically inactive: Looking after home or family,43
E01011713,Leeds 006E,Economically inactive: Long-term sick or disabled,8
E01011713,Leeds 006E,Economically inactive: Other,23
E01011714,Leeds 029A,Does not apply,441
E01011714,Leeds 029A,Economically active (excluding full-time students): In employment: Employee: Part-time,183
E01011714,Leeds 029A,Economically active (excluding full-time students): In employment: Employee: Full-time,608
E01011714,Leeds 029A,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,5
E01011714,Leeds 029A,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,21
E01011714,Leeds 029A,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,41
E01011714,Leeds 029A,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,60
E01011714,Leeds 029A,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,32
E01011714,Leeds 029A,Economically active and a full-time student: In employment: Employee: Part-time,15
E01011714,Leeds 029A,Economically active and a full-time student: In employment: Employee: Full-time,4
E01011714,Leeds 029A,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,0
E01011714,Leeds 029A,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,0
E01011714,Leeds 029A,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,0
E01011714,Leeds 029A,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,0
E01011714,Leeds 029A,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,5
E01011714,Leeds 029A,Economically active and a full-time student,24
E01011714,Leeds 029A,Economically inactive: Retired,387
E01011714,Leeds 029A,Economically inactive: Student,48
